ID,Event,Tactic,Technique
2018_T07_023,"{""timestamp"":""2018-11-03T14:51:16.466088+0000"",""flow_id"":519904503803912,""in_iface"":""ens4"",""event_type"":""alert"",""src_ip"":""10.0.254.206"",""src_port"":40608,""dest_ip"":""10.0.0.20"",""dest_port"":27017,""proto"":""TCP"",""alert"":{""action"":""allowed"",""gid"":1,""signature_id"":2809505,""rev"":1,""signature"":""ETPRO ATTACK_RESPONSE MongoDB Database Enumeration Request"",""category"":""Successful Administrator Privilege Gain"",""severity"":1},""app_proto"":""failed"",""payload"":""DgEAAAAAAAAAAAAA1AcAAAAAAABhZG1pbi4kY21kAAAAAAABAAAA5wAAABBpc01hc3RlcgABAAAAA2NsaWVudADMAAAAA2FwcGxpY2F0aW9uAB0AAAACbmFtZQAOAAAATW9uZ29EQiBTaGVsbAAAA2RyaXZlcgA6AAAAAm5hbWUAGAAAAE1vbmdvREIgSW50ZXJuYWwgQ2xpZW50AAJ2ZXJzaW9uAAYAAAAzLjYuMwAAA29zAFcAAAACdHlwZQAGAAAATGludXgAAm5hbWUABQAAAEthbGkAAmFyY2hpdGVjdHVyZQAHAAAAeDg2XzY0AAJ2ZXJzaW9uAA0AAABrYWxpLXJvbGxpbmcAAAAAOQAAAAEAAAAAAAAA3QcAAAAAAAAAJAAAABB3aGF0c215dXJpAAEAAAACJGRiAAYAAABhZG1pbgAAPAAAAAIAAAAAAAAA3QcAAAAAAAAAJwAAAAFidWlsZGluZm8AAAAAAAAA8D8CJGRiAAYAAABhZG1pbgAARQAAAAMAAAAAAAAA3QcAAAAAAAAAMAAAAAJnZXRMb2cAEAAAAHN0YXJ0dXBXYXJuaW5ncwACJGRiAAYAAABhZG1pbgAATAAAAAQAAAAAAAAA3QcAAAAAAAAANwAAAAFpc01hc3RlcgAAAAAAAADwPwFmb3JTaGVsbAAAAAAAAADwPwIkZGIABQAAAHRlc3QAADsAAAAFAAAAAAAAAN0HAAAAAAAAACYAAAABYnVpbGRJbmZvAAAAAAAAAPA\/AiRkYgAFAAAAdGVzdAAATAAAAAYAAAAAAAAA3QcAAAAAAAAANwAAAAFpc01hc3RlcgAAAAAAAADwPwFmb3JTaGVsbAAAAAAAAADwPwIkZGIABQAAAHRlc3QAAFUAAAAHAAAAAAAAAN0HAAAAAAAAAEAAAAABcmVwbFNldEdldFN0YXR1cwAAAAAAAADwPwFmb3JTaGVsbAAAAAAAAADwPwIkZGIABgAAAGFkbWluAABOAAAACAAAAAAAAADdBwAAAAAAAAA5AAAAAWxpc3RDb2xsZWN0aW9ucwAAAAAAAADwPwNmaWx0ZXIABQAAAAACJGRiAAUAAAB0ZXN0AABMAAAACQAAAAAAAADdBwAAAAAAAAA3AAAAAWlzTWFzdGVyAAAAAAAAAPA\/AWZvclNoZWxsAAAAAAAAAPA\/AiRkYgAFAAAAdGVzdAAAQAAAAAoAAAAAAAAA3QcAAAAAAAAAKwAAAAFsaXN0RGF0YWJhc2VzAAAAAAAAAPA\/AiRkYgAGAAAAYWRtaW4AAEwAAAALAAAAAAAAAN0HAAAAAAAAADcAAAABaXNNYXN0ZXIAAAAAAAAA8D8BZm9yU2hlbGwAAAAAAAAA8D8CJGRiAAUAAAB0ZXN0AABSAAAADAAAAAAAAADdBwAAAAAAAAA9AAAAAWlzTWFzdGVyAAAAAAAAAPA\/AWZvclNoZWxsAAAAAAAAAPA\/AiRkYgALAAAAcm9ja2V0Y2hhdAAAVAAAAA0AAAAAAAAA3QcAAAAAAAAAPwAAAAFsaXN0Q29sbGVjdGlvbnMAAAAAAAAA8D8DZmlsdGVyAAUAAAAAAiRkYgALAAAAcm9ja2V0Y2hhdAAAUgAAAA4AAAAAAAAA3QcAAAAAAAAAPQAAAAFpc01hc3RlcgAAAAAAAADwPwFmb3JTaGVsbAAAAAAAAADwPwIkZGIACwAAAHJvY2tldGNoYXQAAEsAAAAPAAAAAAAAAN0HAAAAAAAAADYAAAACZmluZAAGAAAAdXNlcnMAA2ZpbHRlcgAFAAAAAAIkZGIACwAAAHJvY2tldGNoYXQAAFIAAAAQAAAAAAAAAN0HAAAAAAAAAD0AAAABaXNNYXN0ZXIAAAAAAAAA8D8BZm9yU2hlbGwAAAAAAAAA8D8CJGRiAAsAAAByb2NrZXRjaGF0AABLAAAAEQAAAAAAAADdBwAAAAAAAAA2AAAAAmZpbmQABgAAAHVzZXJzAANmaWx0ZXIABQAAAAACJGRiAAsAAAByb2NrZXRjaGF0AABSAAAAEgAAAAAAAADdBwAAAAAAAAA9AAAAAWlzTWFzdGVyAAAAAAAAAPA\/AWZvclNoZWxsAAAAAAAAAPA\/AiRkYgALAAAAcm9ja2V0Y2hhdAAAUgAAABMAAAAAAAAA3QcAAAAAAAAAPQAAAAFpc01hc3RlcgAAAAAAAADwPwFmb3JTaGVsbAAAAAAAAADwPwIkZGIACwAAAHJvY2tldGNoYXQAAKwAAAAUAAAAAAAAAN0HAAAAAAAAAWEAAAB1cGRhdGVzAFUAAAADcQAbAAAAAm5hbWUADAAAAEFsZXggSGVyZ2VyAAADdQAeAAAABHJvbGVzABIAAAACMAAGAAAAYWRtaW4AAAAIbXVsdGkAAAh1cHNlcnQAAAAANQAAAAJ1cGRhdGUABgAAAHVzZXJzAAhvcmRlcmVkAAECJGRiAAsAAAByb2NrZXRjaGF0AABSAAAAFQAAAAAAAADdBwAAAAAAAAA9AAAAAWlzTWFzdGVyAAAAAAAAAPA\/AWZvclNoZWxsAAAAAAAAAPA\/AiRkYgALAAAAcm9ja2V0Y2hhdAAASwAAABYAAAAAAAAA3QcAAAAAAAAANgAAAAJmaW5kAAYAAAB1c2VycwADZmlsdGVyAAUAAAAAAiRkYgALAAAAcm9ja2V0Y2hhdAAAUgAAABcAAAAAAAAA3QcAAAAAAAAAPQAAAAFpc01hc3RlcgAAAAAAAADwPwFmb3JTaGVsbAAAAAAAAADwPwIkZGIACwAAAHJvY2tldGNoYXQAAFIAAAAYAAAAAAAAAN0HAAAAAAAAAD0AAAABaXNNYXN0ZXIAAAAAAAAA8D8BZm9yU2hlbGwAAAAAAAAA8D8CJGRiAAsAAAByb2NrZXRjaGF0AAC3AAAAGQAAAAAAAADdBwAAAAAAAAFsAAAAdXBkYXRlcwBgAAAAA3EAGwAAAAJuYW1lAAwAAABBbGV4IEhlcmdlcgAAA3UAKQAAAAMkc2V0AB4AAAAEcm9sZXMAEgAAAAIwAAYAAABhZG1pbgAAAAAIbXVsdGkAAAh1cHNlcnQAAAAANQAAAAJ1cGRhdGUABgAAAHVzZXJzAAhvcmRlcmVkAAECJGRiAAsAAAByb2NrZXRjaGF0AABSAAAAGgAAAAAAAADdBwAAAAAAAAA9AAAAAWlzTWFzdGVyAAAAAAAAAPA\/AWZvclNoZWxsAAAAAAAAAPA\/AiRkYgALAAAAcm9ja2V0Y2hhdAAASgAAABsAAAAAAAAA3QcAAAAAAAAANQAAAAJmaW5kAAUAAAB1c2VyAANmaWx0ZXIABQAAAAACJGRiAAsAAAByb2NrZXRjaGF0AABSAAAAHAAAAAAAAADdBwAAAAAAAAA9AAAAAWlzTWFzdGVyAAAAAAAAAPA\/AWZvclNoZWxsAAAAAAAAAPA\/AiRkYgALAAAAcm9ja2V0Y2hhdAAASwAAAB0AAAAAAAAA3QcAAAAAAAAANgAAAAJmaW5kAAYAAAB1c2VycwADZmlsdGVyAAUAAAAAAiRkYgALAAAAcm9ja2V0Y2hhdAAA"",""stream"":1,""packet"":""QgEKAAAUQgEKAAABCABFAAA0G4FAAEAGDGEKAP7OCgAAFJ6gaYnRVON4CSvQRoAQA4lJCwAAAQEICuHEab0k4hB5"",""packet_info"":{""linktype"":1}}","Credential Access, Lateral Movement","Brute Force, Remote Services"
2018_T07_024,2018-11-03T14:40:04.078+0000 I NETWORK [listener] connection accepted from 10.0.254.206:40608 #21 (21 connections now open),"Credential Access, Lateral Movement","Brute Force, Remote Services"
2018_T07_025,root 12284 0 2.5 00:00:00 0.4 35900 764528 pts/2 S 00:02 mongo 10.0.0.20:27017,"Credential Access, Lateral Movement","Brute Force, Remote Services"
2018_T07_026,2018-11-03T14:59:03.576+0000 I NETWORK [conn21] end connection 10.0.254.206:40608 (20 connections now open),"Credential Access, Lateral Movement","Brute Force, Remote Services"
2018_T07_027,nmap 10.0.1.52 -p-,Discovery,Network Service Scanning
2018_T07_028,root 24448 1 0.5 00:00:00 0.6 50900 64944 pts/3 S 01:04 nmap 10.0.1.52_-p9851_-sV,Discovery,Network Service Scanning
2018_T07_029,root 25340 1 0.0 00:00:00 0.0 1816 5644 pts/3 S 00:10 telnet 10.0.1.52_9851,Lateral Movement,Remote Services
2018_T07_030,tcp 0 0 10.0.254.205:37664 10.0.1.52:9851 ESTAB,Lateral Movement,Remote Services
2018_T07_031,tcp 0 0 [::ffff:10.0.1.52]:9851 [::ffff:10.0.254.205]:37664 ESTAB,Lateral Movement,Remote Services
2018_T07_032,"root 11946 1 9.2 00:00:01 0.6 49472 65836 pts/1 S 00:11 nmap -sV_-v_-sC_-p80,443,8080,8081,8443_--open_-oA_web_initial_-iL_hosts.txt",Discovery,Network Service Scanning
2018_T07_033,"{""endtime"":""2018-11-03T14:19:44.093710Z"",""timestamp"":""2018-11-03T14:19:38.060275Z"",""bytes"":1472,""src_ip"":""10.0.254.202"",""src_mac"":""42:01:0A:00:FE:CA"",""src_port"":53076,""connection"":""10.0.1.46:8082"",""client_rtt"":23,""client_rtt_packets"":2,""client_rtt_sum"":47,""ack_packets_in"":4,""bytes_in"":422,""data_packets_in"":1,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":6,""app"":""http"",""server_rtt"":177,""server_rtt_packets"":1,""server_rtt_sum"":177,""dest_ip"":""10.0.1.46"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":8082,""ack_packets_out"":3,""bytes_out"":1050,""data_packets_out"":1,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":4,""tcp_status"":0,""time_taken"":6033458,""flow_id"":""598fb4e8-9287-40e3-8cad-3e845f541250"",""protocol_stack"":""ip:tcp:http"",""initial_rtt"":115}",Discovery,Network Service Scanning
2018_T07_034,"{""endtime"":""2018-11-03T14:19:44.096323Z"",""timestamp"":""2018-11-03T14:19:38.062894Z"",""bytes"":1472,""src_ip"":""10.0.254.202"",""src_mac"":""42:01:0A:00:01:01"",""src_port"":53076,""connection"":""10.0.1.46:8082"",""client_rtt"":119,""client_rtt_packets"":2,""client_rtt_sum"":238,""ack_packets_in"":4,""bytes_in"":422,""data_packets_in"":1,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":6,""app"":""http"",""server_rtt"":66,""server_rtt_packets"":1,""server_rtt_sum"":66,""dest_ip"":""10.0.1.46"",""dest_mac"":""42:01:0A:00:01:2E"",""dest_port"":8082,""ack_packets_out"":3,""bytes_out"":1050,""data_packets_out"":1,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":4,""tcp_status"":0,""time_taken"":6033548,""flow_id"":""4ad229f6-450c-4280-a598-90983e93446e"",""protocol_stack"":""ip:tcp:http"",""initial_rtt"":101}",Discovery,Network Service Scanning
2018_T07_035,"{""endtime"":""2018-11-03T14:53:58.128042Z"",""timestamp"":""2018-11-03T14:53:58.128042Z"",""count"":13,""host_addr"":""178.128.155.157"",""query"":""www.traccar.org"",""reply_code_id"":0}",Pre-Attack,Pre-Attack
2018_T07_036,"{""endtime"":""2018-11-03T16:00:01.986575Z"",""timestamp"":""2018-11-03T16:00:01.977249Z"",""bytes"":2460,""src_mac"":""42:01:0A:00:FE:CC"",""src_port"":34158,""bytes_in"":1729,""dest_ip"":""10.0.1.46"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":8082,""bytes_out"":731,""time_taken"":9358,""transport"":""tcp"",""flow_id"":""c56dff84-01b6-4baf-abf9-c6f5e6b018a5"",""src_ip"":""10.0.254.204"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":379,""http_content_type"":""application/json"",""cookie"":""JSESSIONID=node01rv5i9kmpfjt31c11so67u4hb21.node0; ext-devices-grid=o%3Acolumns%3Da%253Ao%25253Aid%25253Ds%2525253Ah1%255Eo%25253Aid%25253Ds%2525253Ah2%255Eo%25253Aid%25253Ds%2525253Ah3%255Eo%25253Aid%25253Ds%2525253Ah4%255Eo%25253Aid%25253Ds%2525253Ah5%255Eo%25253Aid%25253Ds%2525253Ah6%255Eo%25253Aid%25253Ds%2525253Ah7%255Eo%25253Aid%25253Ds%2525253Ah8%255Eo%25253Aid%25253Ds%2525253Ah9%255Eo%25253Aid%25253Ds%2525253Ah10%5Eweight%3Dn%253A0; ext-state-grid=o%3Acolumns%3Da%253Ao%25253Aid%25253Ds%2525253Ah1%255Eo%25253Aid%25253Ds%2525253Ah2%5EstoreState%3Do%253Asorters%253Da%25253Ao%2525253Aroot%2525253Ds%252525253Adata%2525255Eproperty%2525253Ds%252525253Apriority%2525255Edirection%2525253Ds%252525253AASC%2525255Eid%2525253Ds%252525253Apriority%5Eweight%3Dn%253A10; ext-devices-and-state-panel=o%3Aweight%3Dn%253A-10; ext-show-geofences-button=o%3Apressed%3Db%253A1; ext-show-live-routes-button=o%3Apressed%3Db%253A1; ext-device-follow-button=o%3Apressed%3Db%253A1; ext-events-scroll-to-last-button=o%3Apressed%3Db%253A0; ext-sound-button=o%3Apressed%3Db%253A0; ext-events-grid=o%3Acollapsed%3Db%253A0%5Ecolumns%3Da%253Ao%25253Aid%25253Ds%2525253Ah1%255Eo%25253Aid%25253Ds%2525253Ah2%255Eo%25253Aid%25253Ds%2525253Ah3%5Eweight%3Dn%253A-20"",""form_data"":""email=admin&password=admin&undefined=false"",""site"":""10.0.1.46:8082"",""http_method"":""POST"",""http_referrer"":""http://10.0.1.46:8082/"",""server"":""Jetty(9.4.12.v20180830)"",""status"":200,""uri_path"":""/api/session"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0"",""protocol_stack"":""ip:tcp:http""}","Brute Force, Valid Accounts, Remote Services","Brute Force, Valid Accounts, Remote Services"
2018_T07_037,ps aux | grep rocket,Discovery,Process Discovery
2018_T07_038,ps aux,Discovery,Process Discovery
2018_T07_039,tcp 0 0 10.0.0.20:22 10.0.254.206:47304 ESTAB,Lateral Movement,"Valid Accounts, Remote Services"
2018_T07_040,root 591 1 0.0 00:00:00 0.0 6188 14844 pts/3 S 00:15 ssh jerrold.reddick@10.0.0.20,Lateral Movement,"Valid Accounts, Remote Services"
2018_T07_041,ssh 591 root 5u IPv4 291425 ? TCP 10.0.254.206:47304->10.0.0.20:22 (ESTABLISHED),Lateral Movement,"Valid Accounts, Remote Services"
2018_T07_042,jerrold+ 26069 0 0.1 00:00:00 0.1 9140 55940 pts/0 S 00:14 vi cmd.coffee,"Lateral Movement, Privlege Escalation","Exploitation of Remote Services, Exploitation for Privlege Escalation"
2018_T07_043,nmap -p- 10.0.0.24,Discovery,Network Service Scanning
2018_T07_044,2018-11-03T15:06:19.483+0000 I NETWORK [listener] connection accepted from 10.0.254.205:55054 #28 (20 connections now open),Discovery,Network Service Scanning
2018_T07_045,mongo 14256 root 6u IPv4 203816 ? TCP 10.0.254.205:55054->10.0.0.24:27017 (ESTABLISHED),"Credential Access, Lateral Movement","Brute Force, Remote Services"
2018_T07_046,TTLMonito 16320 mongodb 110u IPv4 140106 ? TCP 10.0.0.24:27017->10.0.254.205:55054 (ESTABLISHED),"Credential Access, Lateral Movement","Brute Force, Remote Services"
2018_T07_047,mongo 10.0.0.20:27017,"Credential Access, Lateral Movement","Brute Force, Remote Services"
2018_T07_048,root 16649 0 22.0 00:00:00 0.6 49276 65964 pts/3 S 00:02 nmap -sV_-sC_-v_--top-ports_1000_--open_-oA_top1000_2_10.0.1.0/24,"Discovery, Discovery","Network Service Scanning, Security Software Discovery"
2018_T07_049,"{""endtime"":""2018-11-03T13:57:08.174616Z"",""timestamp"":""2018-11-03T13:57:08.174581Z"",""bytes"":112,""src_ip"":""10.0.254.202"",""src_mac"":""42:01:0A:00:01:01"",""src_port"":53750,""connection"":""10.0.1.40:443"",""client_rtt"":0,""client_rtt_packets"":1,""client_rtt_sum"":0,""ack_packets_in"":0,""bytes_in"":58,""data_packets_in"":0,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":1,""app"":""unknown"",""server_rtt"":0,""server_rtt_packets"":0,""server_rtt_sum"":0,""refused"":1,""dest_ip"":""10.0.1.40"",""dest_mac"":""42:01:0A:00:01:28"",""dest_port"":443,""ack_packets_out"":1,""bytes_out"":54,""data_packets_out"":0,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":1,""tcp_status"":1,""time_taken"":35,""flow_id"":""b1ce654e-cccd-4861-b65a-8194bc43819d"",""protocol_stack"":""""}","Discovery, Discovery","Network Service Scanning, Security Software Discovery"
2018_T08_001,root 30907 1 5.9 00:00:01 0.7 56688 72848 pts/0 S 00:22 nmap -p-_-sV_-oG_10.0.0.10_-Pn_-T4_10.0.0.10,Discovery,Network Service Scanning
2018_T08_002,"{""endtime"":""2018-11-03T14:31:42.009095Z"",""timestamp"":""2018-11-03T14:31:42.008472Z"",""bytes"":178,""src_ip"":""10.0.254.203"",""src_mac"":""42:01:0A:00:00:01"",""src_port"":57463,""canceled"":1,""connection"":""10.0.0.10:445"",""client_rtt"":0,""client_rtt_packets"":1,""client_rtt_sum"":0,""ack_packets_in"":0,""bytes_in"":120,""data_packets_in"":0,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":2,""app"":""unknown"",""server_rtt"":0,""server_rtt_packets"":0,""server_rtt_sum"":0,""dest_ip"":""10.0.0.10"",""dest_mac"":""42:01:0A:00:00:0A"",""dest_port"":445,""ack_packets_out"":1,""bytes_out"":58,""data_packets_out"":0,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":1,""tcp_status"":0,""time_taken"":623,""flow_id"":""c40e8ac6-c519-489f-820e-c3ab45327a37"",""protocol_stack"":""""}",Discovery,Network Service Scanning
2018_T08_003,"{""endtime"":""2018-11-03T14:27:41.904612Z"",""timestamp"":""2018-11-03T14:27:41.904609Z"",""bytes"":112,""src_ip"":""10.0.254.202"",""src_mac"":""42:01:0A:00:00:01"",""src_port"":43805,""connection"":""10.0.0.20:65535"",""client_rtt"":0,""client_rtt_packets"":1,""client_rtt_sum"":0,""ack_packets_in"":0,""bytes_in"":58,""data_packets_in"":0,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":1,""app"":""unknown"",""server_rtt"":0,""server_rtt_packets"":0,""server_rtt_sum"":0,""refused"":1,""dest_ip"":""10.0.0.20"",""dest_mac"":""42:01:0A:00:00:14"",""dest_port"":65535,""ack_packets_out"":1,""bytes_out"":54,""data_packets_out"":0,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":1,""tcp_status"":1,""time_taken"":3,""flow_id"":""7809f706-7adf-4ba4-a549-6aa2e5cce75c"",""protocol_stack"":""""}",Discovery,Network Service Scanning
2018_T08_004,root 29317 0 0.2 00:00:00 0.4 35904 764528 pts/0 S 00:18 mongo --host_10.0.0.20,Discovery,Network Service Scanning
2018_T08_005,tcp 0 0 10.0.254.202:59876 10.0.0.20:27017 ESTAB,Discovery,Network Service Scanning
2018_T08_006,tcp 0 0 10.0.0.20:27017 10.0.254.202:59876 ESTAB,Discovery,Network Service Scanning
2018_T08_007,root 1774 0 0.1 00:00:00 0.1 9304 31416 pts/0 S 00:21 vim rocketdumpsh.sh,Discovery,Pre-Attack
2018_T08_008,root 3189 1 0.0 00:00:00 0.0 2952 6972 pts/0 T 00:28 bash rocketdumpsh.sh_rocketchat_collections.txt,Collection,Automated Collection
2018_T08_009,mongodump -h 10.0.0.20:27017 -d rocketchat -o rocketdump,Credential Access,Credential Dumping
2018_T08_010,"nmap -Pn -n -p 25,143,995 10.0.0.0/24 -oG mail_corp.txt",Discovery,Network Service Scanning
2018_T08_011,"cat mail_corp.txt | grep ""open""",Discovery,Network Service Scanning
2018_T08_012,root 14788 1 0.0 00:00:00 0.0 1780 5644 pts/0 S 00:00 telnet 10.0.0.22_25,Lateral Movement,Remote Services
2018_T08_013,tcp 0 0 10.0.254.204:60516 10.0.0.22:25 ESTAB,Lateral Movement,Remote Services
2018_T08_014,root 14788 1 0.0 00:00:00 0.0 1780 5644 pts/0 S 05:30 telnet 10.0.0.22_25,Lateral Movement,Remote Services
2018_T08_015,root 10427 1 4.1 00:00:01 0.7 56936 73088 pts/1 S 00:26 nmap -sV_-p-_10.0.1.46,Discovery,Network Service Scanning
2018_T08_016,"{""endtime"":""2018-11-03T15:41:04.589285Z"",""timestamp"":""2018-11-03T15:41:04.589272Z"",""bytes"":112,""src_ip"":""10.0.254.201"",""src_mac"":""42:01:0A:00:01:01"",""src_port"":41733,""connection"":""10.0.1.46:65535"",""client_rtt"":0,""client_rtt_packets"":1,""client_rtt_sum"":0,""ack_packets_in"":0,""bytes_in"":58,""data_packets_in"":0,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":1,""app"":""unknown"",""server_rtt"":0,""server_rtt_packets"":0,""server_rtt_sum"":0,""refused"":1,""dest_ip"":""10.0.1.46"",""dest_mac"":""42:01:0A:00:01:2E"",""dest_port"":65535,""ack_packets_out"":1,""bytes_out"":54,""data_packets_out"":0,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":1,""tcp_status"":1,""time_taken"":13,""flow_id"":""98a6f425-aa46-4d10-948f-aefb0c6d5a1a"",""protocol_stack"":""""}",Discovery,Network Service Scanning
2018_T08_017,"{""endtime"":""2018-11-03T20:31:54.864683Z"",""timestamp"":""2018-11-03T20:31:54.845172Z"",""bytes"":1102,""src_mac"":""42:01:0A:00:01:01"",""src_port"":50553,""bytes_in"":324,""dest_ip"":""10.0.1.46"",""dest_mac"":""42:01:0A:00:01:2E"",""dest_port"":8082,""bytes_out"":778,""time_taken"":20340,""transport"":""tcp"",""flow_id"":""43c8b975-4f0d-4c33-ae03-213c82026ae3"",""src_ip"":""10.0.254.104"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":539,""http_content_type"":""text/html"",""site"":""10.0.1.46:8082"",""http_method"":""GET"",""server"":""Jetty(9.4.12.v20180830)"",""status"":200,""uri_path"":""/"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:63.0) Gecko/20100101 Firefox/63.0"",""protocol_stack"":""ip:tcp:http""}",Pre-Attack,Pre-Attack
2018_T08_018,"{""endtime"":""2018-11-03T20:38:43.764518Z"",""timestamp"":""2018-11-03T20:38:43.623623Z"",""bytes"":1252,""src_mac"":""42:01:0A:00:01:01"",""src_port"":50626,""bytes_in"":502,""dest_ip"":""10.0.1.46"",""dest_mac"":""42:01:0A:00:01:2E"",""dest_port"":8082,""bytes_out"":750,""time_taken"":141676,""transport"":""tcp"",""flow_id"":""4c6b491a-efd2-418e-8a95-566711e07d8a"",""src_ip"":""10.0.254.104"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":379,""http_content_type"":""application/json"",""cookie"":""JSESSIONID=node0b0megaki5lbw1q8qgz6jmigof0.node0"",""form_data"":""email=admin&password=admin&undefined=false"",""site"":""10.0.1.46:8082"",""http_method"":""POST"",""http_referrer"":""http://10.0.1.46:8082/?locale=en"",""server"":""Jetty(9.4.12.v20180830)"",""status"":200,""uri_path"":""/api/session"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:63.0) Gecko/20100101 Firefox/63.0"",""protocol_stack"":""ip:tcp:http""}","Credential Access, Lateral Movement, Lateral Movement","Brute Force, Valid Accounts, Remote Services"
2018_T08_019,nmap -v -p- -sV -Pn -oG 10.0.0.20,Discovery,Network Service Scanning
2018_T08_020,"{""endtime"":""2018-11-03T14:27:43.647602Z"",""timestamp"":""2018-11-03T14:27:43.647513Z"",""bytes"":170,""src_ip"":""10.0.254.202"",""src_mac"":""42:01:0A:00:00:01"",""src_port"":43805,""canceled"":1,""connection"":""10.0.0.20:3000"",""client_rtt"":0,""client_rtt_packets"":1,""client_rtt_sum"":0,""ack_packets_in"":0,""bytes_in"":112,""data_packets_in"":0,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":2,""app"":""unknown"",""server_rtt"":0,""server_rtt_packets"":0,""server_rtt_sum"":0,""dest_ip"":""10.0.0.20"",""dest_mac"":""42:01:0A:00:00:14"",""dest_port"":3000,""ack_packets_out"":1,""bytes_out"":58,""data_packets_out"":0,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":1,""tcp_status"":0,""time_taken"":89,""flow_id"":""7e414fbc-21f9-4959-8d12-57ca951084c0"",""protocol_stack"":""""}",Discovery,Network Service Scanning
2018_T08_021,root 29317 0 0.2 00:00:00 0.4 35904 764528 pts/0 S 00:18 mongo --host_10.0.0.20,"Lateral Movement, Persistence","Remote Services, Create Account"
2018_T08_022,tcp 0 0 10.0.254.202:59876 10.0.0.20:27017 ESTAB,"Lateral Movement, Persistence","Remote Services, Create Account"
2018_T08_023,"{""endtime"":""2018-11-03T15:45:11.977438Z"",""timestamp"":""2018-11-03T15:45:11.966355Z"",""bytes"":128612,""src_mac"":""42:01:0A:00:FE:CB"",""src_port"":51232,""bytes_in"":128,""dest_ip"":""10.0.0.20"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":3000,""bytes_out"":128484,""time_taken"":11094,""transport"":""tcp"",""flow_id"":""5498a3d7-4b90-4169-af1f-76e2fae967e0"",""src_ip"":""10.0.254.203"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_type"":""text/html; charset=utf-8"",""site"":""10.0.0.20:3000"",""http_method"":""GET"",""status"":200,""uri_path"":""/randomfile1"",""http_user_agent"":""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"",""protocol_stack"":""ip:tcp:http""}",Pre-Attack,Pre-Attack
2018_T08_024,"{""endtime"":""2018-11-03T14:33:02.081710Z"",""timestamp"":""2018-11-03T14:33:02.081656Z"",""bytes"":170,""src_ip"":""10.0.254.201"",""src_mac"":""42:01:0A:00:00:01"",""src_port"":38904,""canceled"":1,""connection"":""10.0.0.176:80"",""client_rtt"":0,""client_rtt_packets"":1,""client_rtt_sum"":0,""ack_packets_in"":0,""bytes_in"":112,""data_packets_in"":0,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":2,""app"":""unknown"",""server_rtt"":0,""server_rtt_packets"":0,""server_rtt_sum"":0,""dest_ip"":""10.0.0.176"",""dest_mac"":""42:01:0A:00:00:B0"",""dest_port"":80,""ack_packets_out"":1,""bytes_out"":58,""data_packets_out"":0,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":1,""tcp_status"":0,""time_taken"":54,""flow_id"":""50ca4c2d-3b0f-43eb-aa62-488c68960fd5"",""protocol_stack"":""""}",Discovery,Network Service Scanning
